key,value
05:39:40,6
05:39:41,2
05:39:42,2
05:39:44,1
05:39:45,3
05:39:46,2
05:39:47,5
05:39:48,6
05:39:49,5
05:39:50,4
05:39:51,3
05:39:53,4
05:39:54,4
05:39:55,3
05:39:56,2
05:39:57,4
05:39:58,2
05:39:59,4
05:40:00,2
05:40:01,5
05:40:02,4
05:40:03,7
05:40:04,8
05:40:05,6
05:40:06,8
05:40:07,5
05:40:08,2
05:40:09,3
05:40:10,5
05:40:11,4
05:40:12,6
05:40:13,1
05:40:14,2
05:40:15,1
05:40:16,3
05:40:17,1
05:40:18,5
05:40:19,5
05:40:20,3
05:40:21,5
05:40:22,5
05:40:23,2
05:40:24,3
05:40:25,6
05:40:26,3
05:40:27,6
05:40:28,1
05:40:29,2
05:40:30,3
05:40:31,3
05:40:32,3
05:40:33,2
05:40:34,2
05:40:35,2
05:40:36,2
05:40:37,3
05:40:38,4
05:40:39,5
05:40:40,1
05:40:41,1
05:40:42,1
05:40:43,1
05:40:44,4
05:40:45,3
05:40:46,4
05:40:47,4
05:40:48,3
05:40:49,4
05:40:50,3
05:40:51,5
05:40:52,7
05:40:53,1
05:40:54,5
05:40:55,4
05:40:56,3
05:40:57,6
05:40:58,5
05:40:59,1
05:41:00,1
05:41:01,4
05:41:02,6
05:41:03,2
05:41:04,6
05:41:05,1
05:41:06,2
05:41:07,5
05:41:08,6
05:41:09,7
05:41:10,3
05:41:11,4
05:41:12,2
05:41:13,2
05:41:14,3
05:41:15,2
05:41:16,3
05:41:17,4
05:41:18,4
05:41:19,2
05:41:20,3
05:41:21,6
05:41:22,2
05:41:23,2
05:41:24,4
05:41:25,10
05:41:26,4
05:41:27,9
05:41:28,1
05:41:29,6
05:41:30,6
05:41:31,6
05:41:32,6
05:41:33,3
05:41:34,7
05:41:35,5
05:41:36,2
05:41:37,4
05:41:38,3
05:41:40,1
05:41:41,2
05:41:42,3
05:41:43,7
05:41:44,1
05:41:45,2
05:41:46,1
05:41:47,2
05:41:48,4
05:41:49,3
05:41:50,3
05:41:51,3
05:41:52,5
05:41:53,1
05:41:54,2
05:41:55,2
05:41:56,3
05:41:57,3
05:41:58,4
05:41:59,3
05:42:00,3
05:42:01,1
05:42:02,3
05:42:03,1
05:42:04,5
05:42:05,5
05:42:06,5
05:42:07,4
05:42:08,4
05:42:09,4
05:42:10,6
05:42:11,3
05:42:12,1
05:42:13,2
05:42:14,5
05:42:15,6
05:42:16,3
05:42:17,4
05:42:18,3
05:42:19,2
05:42:20,7
05:42:21,1
05:42:22,3
05:42:23,5
05:42:24,2
05:42:25,4
05:42:26,8
05:42:27,6
05:42:28,5
05:42:29,4
05:42:30,1
05:42:31,5
05:42:32,4
05:42:33,2
05:42:34,3
05:42:35,6
05:42:36,4
05:42:37,1
05:42:38,5
05:42:39,6
05:42:40,3
05:42:41,1
05:42:42,4
05:42:43,4
05:42:44,5
05:42:45,2
05:42:46,2
05:42:47,3
05:42:48,5
05:42:49,6
05:42:50,5
05:42:53,5
05:42:54,5
05:42:55,3
05:42:56,7
05:42:58,3
05:42:59,2
05:43:00,2
05:43:01,1
05:43:02,3
05:43:03,3
05:43:04,3
05:43:05,3
05:43:06,4
05:43:07,6
05:43:08,1
05:43:09,1
05:43:10,2
05:43:11,4
05:43:12,7
05:43:13,5
05:43:14,4
05:43:15,3
05:43:16,3
05:43:17,12
05:43:18,6
05:43:19,1
05:43:20,6
05:43:21,4
05:43:22,2
05:43:23,4
05:43:24,3
05:43:25,6
05:43:26,2
05:43:27,2
05:43:28,8
05:43:29,8
05:43:30,11
05:43:31,4
05:43:32,3
05:43:33,8
05:43:34,4
05:43:35,5
05:43:36,3
05:43:38,6
05:43:39,4
05:43:40,3
05:43:41,2
05:43:42,4
05:43:43,1
05:43:44,2
05:43:46,6
05:43:47,4
05:43:48,5
05:43:49,2
05:43:50,6
05:43:51,3
05:43:52,5
05:43:53,2
05:43:54,4
05:43:55,6
05:43:56,8
05:43:57,3
05:43:58,3
05:43:59,7
05:44:00,1
05:44:01,3
05:44:02,1
05:44:03,2
05:44:04,5
05:44:05,3
05:44:06,2
05:44:07,6
05:44:08,8
05:44:09,4
05:44:10,4
05:44:11,4
05:44:12,3
05:44:13,5
05:44:14,1
05:44:15,3
05:44:16,5
05:44:17,3
05:44:18,3
05:44:19,4
05:44:20,2
05:44:21,4
05:44:22,1
05:44:23,2
05:44:24,5
05:44:25,2
05:44:26,3
05:44:27,5
05:44:28,2
05:44:29,1
05:44:30,4
05:44:31,6
05:44:32,6
05:44:33,3
05:44:34,5
05:44:35,4
05:44:36,4
05:44:37,3
05:44:38,2
05:44:39,4
05:44:40,3
05:44:41,6
05:44:42,2
05:44:44,2
05:44:45,4
05:44:46,2
05:44:47,1
05:44:48,4
05:44:49,1
05:44:50,5
05:44:51,3
05:44:52,2
05:44:53,2
05:44:54,1
05:44:55,2
05:44:56,1
05:44:57,4
05:44:58,10
05:45:00,5
05:45:01,3
05:45:02,6
05:45:03,13
05:45:04,7
05:45:05,5
05:45:06,6
05:45:07,5
05:45:08,8
05:45:09,3
05:45:10,5
05:45:11,3
05:45:12,6
05:45:13,2
05:45:14,5
05:45:15,2
05:45:16,3
05:45:17,3
05:45:18,4
05:45:19,4
05:45:20,6
05:45:21,4
05:45:22,7
05:45:23,6
05:45:24,1
05:45:25,1
05:45:26,1
05:45:27,1
05:45:28,3
05:45:29,5
05:45:30,7
05:45:31,3
05:45:32,6
05:45:33,4
05:45:34,4
05:45:35,3
05:45:36,3
05:45:37,2
05:45:38,4
05:45:39,6
05:45:40,2
05:45:41,1
05:45:42,2
05:45:43,4
05:45:44,2
05:45:45,1
05:45:46,2
05:45:48,5
05:45:49,6
05:45:50,3
05:45:51,3
05:45:52,2
05:45:53,2
05:45:55,8
05:45:56,4
05:45:57,4
05:45:58,4
05:45:59,3
05:46:00,3
05:46:01,4
05:46:02,2
05:46:03,2
05:46:04,8
05:46:05,8
05:46:06,4
05:46:07,4
05:46:08,9
05:46:09,9
05:46:10,5
05:46:11,4
05:46:12,5
05:46:13,5
05:46:14,2
05:46:15,1
05:46:16,1
05:46:17,5
05:46:18,4
05:46:19,7
05:46:20,7
05:46:21,5
05:46:22,4
05:46:23,1
05:46:24,1
05:46:25,4
05:46:26,4
05:46:27,3
05:46:28,4
05:46:29,3
05:46:30,5
05:46:31,2
05:46:32,2
05:46:33,1
05:46:34,2
05:46:35,3
05:46:36,2
05:46:37,7
05:46:38,1
05:46:39,6
05:46:40,2
05:46:41,4
05:46:42,3
05:46:43,3
05:46:44,3
05:46:45,5
05:46:46,2
05:46:47,5
05:46:48,2
05:46:49,2
05:46:51,2
05:46:52,3
05:46:53,6
05:46:54,3
05:46:55,5
05:46:56,1
05:46:57,3
05:46:58,2
05:46:59,2
05:47:00,3
05:47:02,3
05:47:03,2
05:47:04,2
05:47:05,4
05:47:06,5
05:47:07,3
05:47:08,3
05:47:09,1
05:47:10,4
05:47:11,4
05:47:12,2
05:47:13,1
05:47:14,3
05:47:15,9
05:47:16,6
05:47:17,3
05:47:18,2
05:47:19,1
05:47:20,3
05:47:21,1
05:47:22,1
05:47:23,6
05:47:24,2
05:47:25,1
05:47:26,2
05:47:27,2
05:47:28,4
05:47:29,1
05:47:30,3
05:47:31,1
05:47:32,2
05:47:33,4
05:47:34,5
05:47:36,3
05:47:37,1
05:47:38,4
05:47:39,1
05:47:40,4
05:47:41,2
05:47:42,3
05:47:43,3
05:47:44,1
05:47:45,4
05:47:46,3
05:47:47,2
05:47:48,4
05:47:49,2
05:47:50,2
05:47:51,2
05:47:52,3
05:47:53,4
05:47:54,3
05:47:55,4
05:47:56,1
05:47:57,3
05:47:58,3
05:47:59,1
05:48:00,6
05:48:01,3
05:48:02,1
05:48:03,2
05:48:04,6
05:48:05,4
05:48:06,4
05:48:07,3
05:48:09,3
05:48:10,14
05:48:11,2
05:48:12,4
05:48:13,3
05:48:14,3
05:48:15,4
05:48:16,4
05:48:17,2
05:48:18,2
05:48:19,1
05:48:20,1
05:48:21,6
05:48:22,3
05:48:23,3
05:48:24,4
05:48:26,2
05:48:27,2
05:48:28,1
05:48:29,1
05:48:30,6
05:48:31,2
05:48:32,3
05:48:33,2
05:48:34,3
05:48:35,5
05:48:36,4
05:48:37,3
05:48:38,1
05:48:39,1
05:48:40,2
05:48:41,1
05:48:42,4
05:48:43,4
05:48:44,4
05:48:45,6
05:48:46,2
05:48:47,4
05:48:48,2
05:48:49,3
05:48:50,5
05:48:51,3
05:48:52,4
05:48:53,3
05:48:54,4
05:48:56,3
05:48:57,4
05:48:58,1
05:48:59,3
05:49:00,6
05:49:01,2
05:49:02,5
05:49:03,3
05:49:04,4
05:49:06,5
05:49:07,3
05:49:08,7
05:49:09,7
05:49:10,1
05:49:11,3
05:49:12,3
05:49:13,5
05:49:14,1
05:49:15,4
05:49:16,3
05:49:17,8
05:49:18,2
05:49:19,2
05:49:20,2
05:49:21,1
05:49:22,4
05:49:23,6
05:49:24,2
05:49:25,2
05:49:26,3
05:49:27,5
05:49:28,4
05:49:29,5
05:49:30,3
05:49:31,6
05:49:32,1
05:49:33,7
05:49:34,6
05:49:35,5
05:49:36,2
05:49:37,3
05:49:38,4
05:49:39,4
05:49:40,3
05:49:41,3
05:49:42,4
05:49:43,1
05:49:44,3
05:49:45,6
05:49:47,4
05:49:48,4
05:49:49,1
05:49:50,1
05:49:51,5
05:49:52,3
05:49:53,3
05:49:54,1
05:49:55,5
05:49:56,4
05:49:57,1
05:49:58,1
05:49:59,2
05:50:00,2
05:50:01,1
05:50:02,4
05:50:03,8
05:50:04,14
05:50:05,13
05:50:06,5
05:50:07,3
05:50:08,4
05:50:09,2
05:50:10,2
05:50:11,2
05:50:12,3
05:50:13,1
05:50:14,1
05:50:15,4
05:50:16,1
05:50:17,3
05:50:18,4
05:50:19,4
05:50:20,6
05:50:21,4
05:50:22,2
05:50:23,3
05:50:24,7
05:50:25,8
05:50:26,6
05:50:27,3
05:50:28,6
05:50:29,2
05:50:30,2
05:50:31,2
05:50:32,4
05:50:33,3
05:50:34,3
05:50:35,3
05:50:36,5
05:50:37,3
05:50:38,6
05:50:39,4
05:50:40,3
05:50:41,3
05:50:42,6
05:50:43,3
05:50:44,7
05:50:45,5
05:50:46,9
05:50:47,15
05:50:48,11
05:50:49,8
05:50:50,8
05:50:51,3
05:50:52,3
05:50:53,3
05:50:54,4
05:50:55,2
05:50:56,4
05:50:57,6
05:50:59,1
05:51:00,5
05:51:01,5
05:51:02,1
05:51:03,5
05:51:04,1
05:51:05,1
05:51:06,4
05:51:07,2
05:51:08,4
05:51:09,3
05:51:10,4
05:51:11,1
05:51:12,2
05:51:13,1
05:51:15,2
05:51:16,4
05:51:17,1
05:51:18,3
05:51:19,3
05:51:20,4
05:51:21,2
05:51:22,1
05:51:23,3
05:51:24,5
05:51:25,3
05:51:26,2
05:51:27,9
05:51:28,6
05:51:29,4
05:51:30,9
05:51:31,6
05:51:32,8
05:51:33,4
05:51:34,5
05:51:35,2
05:51:36,3
05:51:37,2
05:51:38,6
05:51:39,4
05:51:40,5
05:51:41,4
05:51:42,4
05:51:43,6
05:51:44,2
05:51:45,3
05:51:46,6
05:51:47,4
05:51:49,3
05:51:50,3
05:51:51,7
05:51:53,5
05:51:54,4
05:51:55,4
05:51:56,2
05:51:57,6
05:51:59,5
05:52:00,8
05:52:01,10
05:52:02,2
05:52:03,3
05:52:04,3
05:52:05,3
05:52:06,7
05:52:07,3
05:52:08,1
05:52:09,1
05:52:10,3
05:52:11,2
05:52:12,2
05:52:13,9
05:52:14,3
05:52:15,1
05:52:16,3
05:52:17,1
05:52:18,3
05:52:19,4
05:52:20,3
05:52:21,5
05:52:22,6
05:52:23,4
05:52:24,2
05:52:25,2
05:52:26,1
05:52:27,6
05:52:28,5
05:52:29,3
05:52:30,5
05:52:31,9
05:52:32,2
05:52:33,11
05:52:34,4
05:52:35,2
05:52:36,2
05:52:37,2
05:52:38,2
05:52:39,1
05:52:40,2
05:52:41,2
05:52:42,3
05:52:43,2
05:52:44,6
05:52:45,5
05:52:46,1
05:52:47,4
05:52:48,1
05:52:49,6
05:52:50,4
05:52:51,3
05:52:52,4
05:52:53,9
05:52:54,5
05:52:55,4
05:52:56,2
05:52:57,4
05:52:58,3
05:52:59,4
05:53:00,3
05:53:01,8
05:53:02,1
05:53:03,6
05:53:04,1
05:53:05,3
05:53:06,3
05:53:07,2
05:53:08,7
05:53:09,5
05:53:10,4
05:53:11,2
05:53:12,2
05:53:13,2
05:53:14,3
05:53:15,4
05:53:16,3
05:53:17,2
05:53:18,2
05:53:19,4
05:53:20,2
05:53:21,1
05:53:22,1
05:53:23,1
05:53:24,1
05:53:25,3
05:53:26,4
05:53:27,6
05:53:28,3
05:53:29,1
05:53:30,3
05:53:31,6
05:53:32,4
05:53:33,5
05:53:34,1
05:53:36,3
05:53:37,4
05:53:38,4
05:53:39,1
05:53:40,1
05:53:41,4
05:53:42,2
05:53:43,3
05:53:44,3
05:53:45,2
05:53:46,4
05:53:47,5
05:53:48,4
05:53:49,2
05:53:50,2
05:53:51,5
05:53:52,6
05:53:53,3
05:53:54,4
05:53:55,4
05:53:56,2
05:53:57,2
05:53:59,3
05:54:00,4
05:54:01,6
05:54:02,5
05:54:03,4
05:54:04,2
05:54:05,4
05:54:06,1
05:54:07,3
05:54:08,6
05:54:09,1
05:54:10,3
05:54:11,1
05:54:12,2
05:54:13,3
05:54:14,9
05:54:15,4
05:54:16,4
05:54:17,3
05:54:18,2
05:54:19,4
05:54:20,1
05:54:21,1
05:54:22,7
05:54:23,7
05:54:24,4
05:54:25,2
05:54:26,2
05:54:27,4
05:54:28,4
05:54:29,3
05:54:30,4
05:54:31,2
05:54:32,3
05:54:33,4
05:54:35,2
05:54:36,2
05:54:37,4
05:54:38,5
05:54:39,3
05:54:40,6
05:54:41,2
05:54:42,3
05:54:43,1
05:54:44,1
05:54:45,1
05:54:46,5
05:54:47,18
05:54:48,13
05:54:49,12
05:54:50,2
05:54:51,4
05:54:52,2
05:54:53,3
05:54:54,1
05:54:55,2
05:54:57,3
05:54:58,1
05:54:59,3
05:55:00,3
05:55:01,1
05:55:02,2
05:55:03,1
05:55:04,5
05:55:05,4
05:55:06,2
05:55:07,4
05:55:08,2
05:55:09,3
05:55:10,1
05:55:11,4
05:55:12,4
05:55:13,6
05:55:14,3
05:55:15,2
05:55:16,4
05:55:17,3
05:55:18,1
05:55:19,3
05:55:20,1
05:55:21,2
05:55:22,3
05:55:23,6
05:55:24,2
05:55:25,3
05:55:26,1
05:55:27,3
05:55:28,2
05:55:29,2
05:55:30,2
05:55:31,3
05:55:32,2
05:55:33,6
05:55:34,7
05:55:35,5
05:55:36,3
05:55:37,1
05:55:38,3
05:55:39,1
05:55:40,1
05:55:41,2
05:55:42,6
05:55:43,1
05:55:44,4
05:55:45,2
05:55:46,2
05:55:47,4
05:55:48,3
05:55:49,1
05:55:50,3
05:55:51,2
05:55:52,4
05:55:53,6
05:55:54,2
05:55:55,5
05:55:56,3
05:55:57,3
05:55:58,1
05:55:59,5
05:56:00,6
05:56:01,2
05:56:02,4
05:56:03,2
05:56:04,1
05:56:05,5
05:56:06,3
05:56:07,6
05:56:08,7
05:56:09,3
05:56:10,9
05:56:12,5
05:56:13,2
05:56:14,2
05:56:15,3
05:56:16,2
05:56:18,3
05:56:19,4
05:56:20,5
05:56:21,1
05:56:22,1
05:56:23,6
05:56:24,2
05:56:25,3
05:56:26,7
05:56:27,2
05:56:28,1
05:56:29,1
05:56:30,3
05:56:31,3
05:56:32,1
05:56:33,4
05:56:34,5
05:56:35,4
05:56:36,3
05:56:38,1
05:56:39,3
05:56:40,2
05:56:41,2
05:56:42,1
05:56:46,2
05:56:47,4
05:56:48,1
05:56:49,2
05:56:50,4
05:56:51,6
05:56:52,2
05:56:53,2
05:56:54,1
05:56:55,3
05:56:56,4
05:56:57,2
05:56:58,1
05:56:59,3
05:57:00,4
05:57:01,1
05:57:02,2
05:57:03,2
05:57:04,1
05:57:05,2
05:57:06,2
05:57:07,4
05:57:08,1
05:57:09,3
05:57:10,3
05:57:11,3
05:57:12,3
05:57:13,4
05:57:14,2
05:57:15,3
05:57:16,4
05:57:17,5
05:57:18,5
05:57:19,3
05:57:20,4
05:57:21,1
05:57:22,4
05:57:23,5
05:57:24,4
05:57:25,4
05:57:26,2
05:57:27,1
05:57:28,1
05:57:29,4
05:57:30,6
05:57:31,6
05:57:32,3
05:57:33,5
05:57:34,3
05:57:35,2
05:57:36,3
05:57:37,2
05:57:38,2
05:57:39,4
05:57:40,2
05:57:41,1
05:57:42,4
05:57:43,4
05:57:44,3
05:57:45,2
05:57:47,1
05:57:48,2
05:57:49,2
05:57:51,2
05:57:52,1
05:57:53,4
05:57:54,3
05:57:55,2
05:57:56,3
05:57:57,2
05:57:58,3
05:57:59,1
05:58:00,2
05:58:01,2
05:58:02,2
05:58:03,5
05:58:04,3
05:58:05,2
05:58:06,4
05:58:07,4
05:58:08,3
05:58:09,5
05:58:10,4
05:58:11,3
05:58:12,1
05:58:13,2
05:58:14,5
05:58:15,2
05:58:16,1
05:58:18,3
05:58:19,2
05:58:20,2
05:58:21,3
05:58:22,5
05:58:23,3
05:58:24,2
05:58:25,2
05:58:26,2
05:58:27,4
05:58:28,2
05:58:30,3
05:58:31,3
05:58:32,1
05:58:33,6
05:58:34,2
05:58:35,6
05:58:36,4
05:58:37,6
05:58:38,3
05:58:39,4
05:58:41,2
05:58:42,3
05:58:43,5
05:58:44,2
05:58:45,4
05:58:46,2
05:58:47,3
05:58:48,2
05:58:49,4
05:58:50,1
05:58:51,3
05:58:52,3
05:58:53,4
05:58:55,5
05:58:56,5
05:58:57,1
05:58:58,1
05:58:59,4
05:59:00,6
05:59:01,5
05:59:02,4
05:59:03,5
05:59:04,3
05:59:05,4
05:59:06,3
05:59:07,2
05:59:08,1
05:59:09,3
05:59:10,4
05:59:11,5
05:59:12,4
05:59:13,4
05:59:14,4
05:59:15,3
05:59:16,1
05:59:17,4
05:59:18,4
05:59:19,3
05:59:20,2
05:59:21,4
05:59:22,2
05:59:23,3
05:59:24,2
05:59:25,4
05:59:26,3
05:59:27,1
05:59:28,3
05:59:29,1
05:59:30,4
05:59:31,4
05:59:32,2
05:59:33,3
05:59:34,7
05:59:35,7
05:59:36,6
05:59:37,3
05:59:38,4
05:59:39,6
05:59:40,3
05:59:41,2
05:59:42,10
05:59:43,5
05:59:44,3
05:59:45,1
05:59:46,5
05:59:47,7
05:59:48,5
05:59:49,2
05:59:50,2
05:59:51,7
05:59:52,1
05:59:53,4
05:59:54,5
05:59:55,2
05:59:56,4
05:59:57,3
05:59:58,2
05:59:59,6
06:00:00,6
06:00:01,6
06:00:02,7
06:00:03,4
06:00:04,3
06:00:05,11
06:00:06,3
06:00:07,5
06:00:08,5
06:00:09,8
06:00:10,6
06:00:11,3
06:00:12,4
06:00:13,3
06:00:14,2
06:00:15,3
06:00:16,2
06:00:17,4
06:00:18,3
06:00:19,6
06:00:20,2
06:00:21,1
06:00:22,3
06:00:23,3
06:00:25,3
06:00:26,3
06:00:27,9
06:00:28,4
06:00:30,2
06:00:31,1
06:00:32,3
06:00:33,1
06:00:34,2
06:00:35,1
06:00:36,4
06:00:37,6
06:00:39,3
06:00:40,4
06:00:41,6
06:00:42,3
06:00:43,3
06:00:44,20
06:00:45,3
06:00:46,2
06:00:47,6
06:00:48,2
06:00:49,5
06:00:51,6
06:00:52,5
06:00:53,1
06:00:54,2
06:00:55,5
06:00:56,3
06:00:57,2
06:00:58,2
06:00:59,3
06:01:00,5
06:01:01,2
06:01:02,1
06:01:03,6
06:01:04,5
06:01:05,4
06:01:06,6
06:01:07,2
06:01:08,7
06:01:09,2
06:01:10,5
06:01:11,7
06:01:12,6
06:01:13,2
06:01:14,5
06:01:16,18
06:01:17,20
06:01:18,25
06:01:19,3
06:01:20,9
06:01:21,2
06:01:22,6
06:01:23,6
06:01:24,1
06:01:25,3
06:01:26,3
06:01:27,2
06:01:28,8
06:01:29,5
06:01:30,3
06:01:31,2
06:01:32,3
06:01:33,5
06:01:34,8
06:01:35,9
06:01:36,1
06:01:37,2
06:01:40,3
06:01:41,3
06:01:42,2
06:01:43,6
06:01:44,4
06:01:45,1
06:01:46,3
06:01:47,5
06:01:48,2
06:01:49,4
06:01:50,6
06:01:51,4
06:01:52,1
06:01:53,5
06:01:54,3
06:01:55,4
06:01:56,3
06:01:57,6
06:01:58,4
06:01:59,7
06:02:00,3
06:02:01,3
06:02:02,2
06:02:03,2
06:02:04,5
06:02:05,2
06:02:06,7
06:02:07,1
06:02:08,7
06:02:09,5
06:02:10,1
06:02:11,2
06:02:12,1
06:02:13,2
06:02:14,2
06:02:15,3
06:02:16,6
06:02:17,5
06:02:18,1
06:02:19,6
06:02:20,4
06:02:21,3
06:02:22,4
06:02:23,5
06:02:24,3
06:02:25,4
06:02:26,1
06:02:27,5
06:02:28,4
06:02:29,4
06:02:30,3
06:02:31,4
06:02:32,2
06:02:33,5
06:02:34,3
06:02:35,7
06:02:36,3
06:02:37,4
06:02:38,4
06:02:39,3
06:02:40,4
06:02:41,4
06:02:42,1
06:02:44,1
06:02:45,1
06:02:46,4
06:02:47,5
06:02:50,5
06:02:51,5
06:02:52,1
06:02:53,4
06:02:54,3
06:02:55,3
06:02:56,2
06:02:57,5
06:02:58,3
06:02:59,3
06:03:01,3
06:03:02,2
06:03:03,4
06:03:04,2
06:03:05,3
06:03:06,4
06:03:07,4
06:03:08,5
06:03:09,1
06:03:10,3
06:03:11,6
06:03:12,3
06:03:13,6
06:03:14,5
06:03:15,3
06:03:16,2
06:03:17,3
06:03:18,6
06:03:19,2
06:03:20,2
06:03:21,7
06:03:22,4
06:03:23,3
06:03:25,7
06:03:26,3
06:03:27,3
06:03:28,4
06:03:29,2
06:03:30,3
06:03:31,7
06:03:32,7
06:03:33,7
06:03:34,4
06:03:35,4
06:03:36,2
06:03:37,5
06:03:38,3
06:03:39,5
06:03:40,10
06:03:41,4
06:03:42,3
06:03:43,1
06:03:44,6
06:03:45,7
06:03:46,2
06:03:47,4
06:03:48,2
06:03:49,5
06:03:50,8
06:03:51,6
06:03:52,4
06:03:53,4
06:03:54,4
06:03:55,5
06:03:56,7
06:03:57,7
06:03:58,4
06:03:59,10
06:04:00,1
06:04:01,7
06:04:02,3
06:04:03,1
06:04:04,4
06:04:05,7
06:04:06,9
06:04:07,5
06:04:08,4
06:04:09,2
06:04:11,3
06:04:12,3
06:04:13,2
06:04:14,1
06:04:15,5
06:04:16,3
06:04:17,2
06:04:18,3
06:04:19,3
06:04:20,5
06:04:21,3
06:04:22,2
06:04:23,1
06:04:24,3
06:04:25,6
06:04:26,3
06:04:27,5
06:04:28,3
06:04:29,4
06:04:30,2
06:04:31,2
06:04:32,2
06:04:33,1
06:04:34,4
06:04:35,2
06:04:36,7
06:04:37,1
06:04:38,3
06:04:39,3
06:04:40,6
06:04:41,2
06:04:42,4
06:04:43,6
06:04:44,4
06:04:45,3
06:04:47,1
06:04:48,2
06:04:49,4
06:04:50,2
06:04:51,2
06:04:52,5
06:04:53,3
06:04:54,2
06:04:55,3
06:04:56,5
06:04:57,4
06:04:58,1
06:04:59,4
06:05:00,3
06:05:01,3
06:05:02,3
06:05:03,3
06:05:04,5
06:05:05,1
06:05:06,3
06:05:07,1
06:05:08,5
06:05:09,4
06:05:10,4
06:05:11,4
06:05:13,2
06:05:14,4
06:05:15,4
06:05:16,2
06:05:17,4
06:05:18,4
06:05:19,5
06:05:20,1
06:05:21,5
06:05:22,5
06:05:23,3
06:05:24,2
06:05:25,4
06:05:26,1
06:05:27,3
06:05:28,5
06:05:29,5
06:05:30,3
06:05:31,6
06:05:32,2
06:05:33,4
06:05:34,6
06:05:35,6
06:05:36,1
06:05:37,3
06:05:38,3
06:05:39,5
06:05:40,4
06:05:41,4
06:05:42,2
06:05:43,5
06:05:44,3
06:05:45,1
06:05:46,6
06:05:47,2
06:05:48,1
06:05:49,3
06:05:50,5
06:05:51,3
06:05:52,3
06:05:53,5
06:05:54,4
06:05:55,3
06:05:56,3
06:05:57,3
06:05:58,2
06:05:59,2
06:06:00,1
06:06:01,3
06:06:02,4
06:06:03,8
06:06:04,4
06:06:05,1
06:06:06,2
06:06:07,1
06:06:09,2
06:06:10,5
06:06:11,4
06:06:12,7
06:06:13,2
06:06:14,9
06:06:15,2
06:06:16,4
06:06:17,2
06:06:18,1
06:06:19,2
06:06:20,3
06:06:21,4
06:06:22,4
06:06:23,5
06:06:24,6
06:06:25,2
06:06:26,5
06:06:27,6
06:06:28,4
06:06:29,4
06:06:30,7
06:06:31,4
06:06:32,4
06:06:33,4
06:06:34,2
06:06:35,6
06:06:36,3
06:06:37,7
06:06:38,3
06:06:40,3
06:06:41,1
06:06:42,4
06:06:43,2
06:06:44,5
06:06:45,2
06:06:46,1
06:06:47,1
06:06:48,1
06:06:49,3
06:06:51,3
06:06:52,5
06:06:54,4
06:06:55,2
06:06:56,3
06:06:57,5
06:06:58,1
06:06:59,8
06:07:00,5
06:07:01,2
06:07:02,5
06:07:03,4
06:07:04,5
06:07:05,3
06:07:06,3
06:07:07,3
06:07:08,2
06:07:09,5
06:07:10,3
06:07:11,4
06:07:12,3
06:07:13,1
06:07:14,1
06:07:15,4
06:07:16,6
06:07:17,2
06:07:18,3
06:07:19,2
06:07:20,1
06:07:21,5
06:07:22,3
06:07:23,1
06:07:24,5
06:07:25,4
06:07:26,8
06:07:27,6
06:07:28,2
06:07:29,1
06:07:30,1
06:07:31,4
06:07:32,5
06:07:33,6
06:07:34,3
06:07:35,2
06:07:36,3
06:07:37,5
06:07:38,5
06:07:39,6
06:07:40,2
06:07:41,5
06:07:42,2
06:07:43,8
06:07:44,4
06:07:45,2
06:07:46,2
06:07:47,1
06:07:48,4
06:07:50,1
06:07:51,4
06:07:52,2
06:07:53,3
06:07:54,2
06:07:55,2
06:07:56,2
06:07:57,1
06:07:58,3
06:07:59,1
06:08:00,2
06:08:01,4
06:08:02,3
06:08:03,3
06:08:04,5
06:08:05,2
06:08:06,4
06:08:07,6
06:08:08,2
06:08:09,6
06:08:10,3
06:08:11,4
06:08:12,4
06:08:13,5
06:08:14,3
06:08:15,1
06:08:16,5
06:08:17,6
06:08:18,5
06:08:19,3
06:08:20,5
06:08:21,3
06:08:23,1
06:08:24,6
06:08:25,4
06:08:26,3
06:08:27,4
06:08:28,4
06:08:29,2
06:08:30,8
06:08:31,1
06:08:32,1
06:08:33,2
06:08:34,6
06:08:36,4
06:08:37,1
06:08:38,3
06:08:39,5
06:08:40,2
06:08:41,3
06:08:42,3
06:08:43,3
06:08:44,3
06:08:45,1
06:08:46,2
06:08:47,2
06:08:48,4
06:08:49,3
06:08:50,2
06:08:51,2
06:08:52,3
06:08:53,1
06:08:54,4
06:08:55,1
06:08:56,2
06:08:57,11
06:08:58,3
06:08:59,1
06:09:00,1
06:09:01,4
06:09:02,3
06:09:03,3
06:09:05,2
06:09:07,3
06:09:08,4
06:09:09,2
06:09:10,3
06:09:11,4
06:09:12,7
06:09:13,6
06:09:14,3
06:09:15,4
06:09:16,2
06:09:17,3
06:09:18,3
06:09:19,1
06:09:20,4
06:09:21,1
06:09:22,1
06:09:23,2
06:09:24,1
06:09:25,5
06:09:26,8
06:09:27,5
06:09:28,5
06:09:29,3
06:09:30,1
06:09:31,2
06:09:32,3
06:09:33,4
06:09:34,3
06:09:35,3
06:09:36,9
06:09:37,3
06:09:38,2
06:09:39,7
06:09:40,3
06:09:41,6
06:09:42,4
06:09:43,3
06:09:45,2
06:09:46,6
06:09:47,4
06:09:48,2
06:09:49,2
06:09:50,9
06:09:51,14
06:09:52,1
06:09:53,5
06:09:54,4
